Sample code,Depth (cm),Soil type,Mg,P,K,Ca,Ti,Li,Be,Al,V ,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Mo,Ag,Cd,Cs,Ba,Tl,Pb,U
,,,(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg)
A8.7,70,Ulti,108.9633379,357.3288619,81.57466394,96.0608144,1882.210999,1.358695821,0.168978211,65129.24499,106.8641403,55.81848761,104.951612,44224.85722,0.632190826,2.237125932,2.021916162,7.055132824,10.10171801,1.626143975,0.389662544,22.22434086,1.455520263,0.097082976,0.068237454,0.051482311,20.00183034,0.013565816,8.928768252,2.264177647
A8.8,80,Ulti,109.8172925,352.4369356,71.83997595,82.61045396,1957.119766,1.337393937,0.193812661,71734.02897,114.435081,58.83837528,98.999596,47725.68858,0.633939772,2.055002721,3.594261602,6.702501772,11.2075147,1.652502519,0.37554565,23.13706034,1.515098868,0.089551315,0.05434567,0.052393543,20.69119096,0.01270449,9.239253214,2.195048493
A8.9,90,Ulti,121.3733686,396.8041529,84.40999049,106.3473221,2138.622734,1.492223427,0.206318546,73296.79949,118.8044701,62.07004889,119.2020772,49112.45785,0.699813333,2.423672405,3.254374106,10.1968368,11.46906755,1.854114188,0.435526833,24.75554629,1.645149224,0.113431749,0.077922167,0.059164202,22.50013181,0.015766964,9.936947766,2.685447583
A8.10,100,Ulti,119.9771499,359.8110175,103.912581,99.27477291,2047.479156,1.389179608,0.197984412,77769.22136,125.8137345,64.55364005,94.78826513,51841.58834,0.647334022,2.543166808,3.125700628,7.135036438,12.13033287,1.820915496,0.415399215,24.84003983,1.68228601,0.09431548,0.064134485,0.054931404,22.93008425,0.014975514,10.08141269,2.30998666
A.91,10,Ulti,98.35981907,329.1548613,85.90339546,104.2704621,1475.192506,1.320353061,0.098208671,39571.60162,67.25305987,34.50085967,131.8698211,28200.80969,0.531556992,1.206801416,1.086752205,4.301496167,6.336083259,1.257178469,0.434518407,13.90109736,0.795672886,0.06530889,0.054928556,0.046833154,11.51886901,0.011696134,5.530386285,1.563800682
A9.2,20,Ulti,108.8101623,361.9084387,96.22813235,74.30404624,1795.488376,1.387751294,0.147895814,50748.9535,83.4128912,42.77863724,132.4978578,34638.48554,0.666182203,1.54637998,1.365603965,4.873593401,7.883143424,1.547172352,0.475279726,17.95672008,1.002994947,0.093875975,0.080475224,0.054138087,14.83288168,0.011324233,7.076015519,2.081246704
A9.3,30,Ulti,109.3003206,341.5159342,73.57564254,69.79289854,1765.573913,1.402980624,0.14909365,51732.43908,85.64550633,45.38687591,122.8275343,35607.46058,0.615673685,1.719736686,1.756590189,5.139284681,8.064825919,1.619649884,0.400481183,18.47155551,1.116497293,0.090122413,0.057400867,0.049954479,15.63719536,0.01025028,7.25835491,1.99258567
A9.4,40,Ulti,120.7194467,377.4214776,81.06221269,63.02147679,1947.025857,1.509580707,0.171079738,62922.66695,100.142255,52.14047741,126.2488046,41718.28647,0.648274468,1.933657545,1.602114558,6.227921626,9.18782802,1.807036983,0.473411906,21.8731582,1.275724176,0.10334216,0.077545404,0.055455499,18.12362911,0.012531959,8.313820207,2.765923738
A9.5,50,Ulti,114.4128954,365.0779373,73.54708625,66.14476099,1922.314928,1.467998729,0.163951268,62506.50224,100.9693353,51.69615762,116.5218483,42051.26646,0.655450316,1.750397825,0.978882802,5.154438958,9.574432827,1.723973448,0.444320076,21.46683521,1.310853058,0.105218578,0.071186629,0.049637195,18.19318779,0.012305787,8.366711624,2.393905535
A9.6,60,Ulti,130.1117964,380.1877283,80.46475041,88.08535695,2221.752404,1.456609011,0.183003996,70846.60772,115.8216235,60.58739099,139.2565796,47667.6881,0.753557759,2.085628163,1.557937992,6.430335521,10.47602378,1.806552798,0.459055296,23.41400644,1.525629672,0.109044944,0.078503945,0.057139651,21.28326978,0.013678899,9.915312424,2.555562177
A.97,70,Ulti,106.1528973,327.8692191,66.70204903,61.64665293,1822.021956,1.337847832,0.170422692,64425.91497,102.6301957,52.9287022,109.9216074,42665.64106,0.656010908,1.824070702,1.252654992,5.047832063,9.545782141,1.542109557,0.360259254,21.38422481,1.325830622,0.086335017,0.052550324,0.050335213,18.68115116,0.011730674,8.384654269,2.166967359
A9.8,80,Ulti,124.5557347,366.4391335,76.56852538,74.1988418,2135.918582,1.522991364,0.200379775,77734.25524,121.1459889,61.59897253,122.0054475,50487.25064,0.729201617,2.082480262,1.589825033,5.82462541,11.31035671,1.741128636,0.39433522,25.67964223,1.547384657,0.106071206,0.07569612,0.054207298,21.93714108,0.013952771,9.994085303,2.554870754
A9.9,90,Ulti,126.9967265,370.6986098,78.54705367,87.53517567,2157.15449,1.490960753,0.189095933,72776.10304,116.3202629,60.66095095,131.9326789,48095.73922,0.715266892,2.077171132,1.287359205,5.860100525,10.79129523,1.746850101,0.445348714,24.37929187,1.59790608,0.102915911,0.070911351,0.058052625,20.58754416,0.013160638,9.539680382,2.430604188
A9.10,100,Ulti,125.3064802,369.387333,77.64949541,87.91338983,2098.29721,1.465302368,0.192822354,74573.67732,119.3052879,61.63202516,108.9520491,49247.30584,0.68360146,2.100644902,2.031990895,6.158484581,11.15931237,1.81954481,0.439601883,24.81323891,1.5751801,0.09770479,0.064061999,0.058898068,21.90613148,0.013580745,9.883568762,2.425845829
A10.1,10,Ulti,91.30496978,300.1550993,81.4182292,82.11192286,1476.845398,1.385089182,0.111133763,40962.04362,69.33820314,35.99145294,108.4427255,28933.63935,0.530943453,1.080601289,1.249703563,4.251331822,6.617671611,1.401413814,0.513896435,14.34991816,0.855269663,0.065569809,0.059213238,0.050400023,11.82778172,0.008826835,5.695053012,1.634287473
A10.2,20,Ulti,123.8400226,352.1334949,92.52665716,73.81858354,1902.428813,1.420344795,0.162508224,60122.84186,94.69113965,49.60168782,131.011696,39803.55612,0.669766612,1.685947966,1.724853216,5.922240846,8.724185242,1.837600062,0.500367112,20.29069294,1.265341697,0.102378577,0.077149036,0.055613686,16.88671255,0.012315223,8.131102215,2.269502381
A10.3,30,Ulti,111.4323836,347.154257,83.44759428,81.19598924,1795.045296,1.274523385,0.162579915,62216.6634,100.0549038,51.75189611,114.8068898,41649.64696,0.89092082,2.019557406,1.554176813,6.227107437,9.286480459,1.849021868,0.436275836,20.47219972,1.308898072,0.100643934,0.089616794,0.053241432,17.80387281,0.011159965,8.456596062,2.200377298
A10.4,40,Ulti,106.2774009,341.7173615,86.65161489,67.34869107,1815.959636,1.282061828,0.161287172,64554.70137,102.1184066,52.60577997,120.5894379,42710.87084,0.646675489,3.161167521,2.453971435,5.86860377,9.667164615,1.684534009,0.393793015,20.70665764,1.312808421,0.098730905,0.061602112,0.052649046,18.07119556,0.011509963,8.54785576,2.278843857
A10.5,50,Ulti,114.362514,341.729092,81.89515843,68.10062774,1902.794204,1.304117672,0.171795358,68630.82417,106.8431288,54.30385505,115.5526721,44456.88424,0.65788706,2.125228586,1.274066975,5.130745603,10.05595849,1.727053914,0.407988902,22.0956685,1.349850605,0.095150956,0.061274495,0.050280758,18.85412728,0.011260588,8.915419896,2.187210365
A10.6,60,Ulti,117.7771874,334.1527605,73.27032321,72.5563563,2122.836176,1.446066927,0.18345944,73027.09786,115.8732371,59.23282595,118.6909008,47912.72586,0.718785865,2.142564708,1.247518985,6.724894144,11.00185426,1.786182734,0.386091909,23.15917538,1.51344986,0.112584519,0.066632618,0.055018863,20.58523591,0.013748783,9.969652501,2.586406674
A10.7,70,Ulti,95.39047072,327.5564927,70.09372728,57.27218826,2031.533994,1.491218625,0.193312742,65771.93727,114.4092958,58.9202598,112.5064066,46500.06444,0.685435961,2.109957683,1.54384309,5.667064001,10.84536881,1.724296204,0.354074675,19.81143568,1.490458094,0.101425753,0.072380246,0.051272778,19.77702107,0.012264604,9.343653304,2.379483635
A10.8,80,Ulti,96.04413777,320.9690139,66.65895463,55.26883602,2123.410361,1.530474915,0.180401808,66612.97369,117.3285689,60.18967313,118.2786174,47927.53513,0.732364659,2.235572124,1.63557432,5.466429816,11.11045218,1.701034721,0.349285658,20.13244901,1.469309635,0.106259387,0.060761149,0.045119581,23.07124734,0.011833479,10.155274,2.660155599
A10.9,90,Ulti,95.43535589,314.5173772,65.89097991,56.63643924,1994.056962,1.453984588,0.174925797,65810.46062,113.0537224,57.92835916,114.9983003,46509.43281,0.698534696,4.640502034,1.290203324,4.886302101,10.66901748,1.733157017,0.344072053,19.98809901,1.435751276,0.095568886,0.062255116,0.050529337,19.75305484,0.012730728,9.336868257,2.340897649
A10.10,100,Ulti,94.82854049,311.3268365,68.09811696,57.03898099,2013.225627,1.368691091,0.184671917,69427.07719,117.0767678,59.71154987,110.0299423,47929.74902,0.649263319,2.097670386,1.495361621,5.987101918,11.1256926,1.724964796,0.345300252,22.5468799,1.470594652,0.094699242,0.0585905,0.051929952,20.49466577,0.011602781,9.741829223,2.334508997
B1.1,10,ADE,361.2334841,1301.94713,458.310014,1792.760522,1500.18905,2.650169491,0.202047147,41345.24389,76.54896652,42.13579681,273.3260488,32197.96433,0.938636158,3.521472618,8.813819831,32.19104172,6.997228987,1.061158548,5.945445645,30.28264933,1.115592968,0.076673473,0.528062703,0.479705258,62.76584446,0.072634261,6.81186919,1.716423191
B1.2,20,ADE,333.6614056,1395.556875,521.882679,1198.128723,1548.031411,2.988411779,0.235508193,49231.18236,81.21746295,44.78042894,290.3513927,34926.20277,1.025219537,4.322543834,9.625312586,36.00850245,7.301141039,1.139894725,6.271025945,30.51418963,1.113453859,0.086894926,0.59874518,0.576563925,61.71794328,0.080302723,7.499525068,1.90970066
B1.3,30,ADE,349.9805612,1695.378051,606.8822443,956.5145157,1937.495398,3.443740782,0.282964977,54942.56398,95.55792966,52.58245832,280.2991905,40421.99757,1.177170049,9.96794912,11.56123798,38.93837909,8.7890782,1.207239804,6.542591704,30.97463066,1.346480887,0.110179426,0.606471017,0.635764805,65.81450049,0.090325405,8.766579486,2.272922673
B1.4,40,ADE,303.4391419,2153.27993,581.3772351,698.5130455,1868.837287,3.327827963,0.293872662,61674.83446,104.3927932,55.81677384,186.6834043,44030.35078,1.029225215,4.663155154,11.15530477,33.00313162,9.761415642,1.146812135,6.055894889,30.98889094,1.472784786,0.107309959,0.504663458,0.618214643,72.08549275,0.07399003,9.099153038,2.27769008
B1.5,50,ADE,244.3395608,2272.062362,413.2940099,543.7401117,2049.360614,2.841171383,0.27448141,77200.56632,128.0509892,66.1395301,136.4453921,53589.98326,0.916918222,4.536546354,9.539812682,24.87249419,12.00747988,1.277641156,5.098570055,33.87242631,1.783932207,0.101454658,0.321907471,0.529961343,70.1094805,0.056905313,10.61748828,2.282140467
B1.6,60,ADE,184.6360856,2065.439081,288.4191551,337.8746467,1997.193265,2.469164388,0.270790833,78094.04865,134.187348,67.21481183,114.2366427,55345.68125,0.795508915,4.044235468,6.695650252,19.49045596,12.75289399,1.316335872,3.836981606,30.76358607,1.853529977,0.092548725,0.222242058,0.409760819,52.27460988,0.041932672,10.45684584,2.203272037
B1.7,70,ADE,160.0937593,1979.157725,256.2886044,289.4596305,1962.649141,2.411366321,0.26087695,76069.0764,137.663586,69.50143709,105.5543131,55846.90721,0.776444121,4.547791694,5.773405481,17.14182067,13.52281214,1.389635542,2.922228931,28.6993298,2.029530684,0.096018926,0.194673369,0.299159193,46.16828511,0.037944025,11.81766738,2.205161619
B1.8,80,ADE,129.0334444,1921.972937,189.4165296,172.6661611,1981.217828,2.070883266,0.24414996,78039.52931,144.2327576,70.8540989,86.72261924,57469.78741,0.713926473,7.312729702,4.488141348,14.07070462,14.63783105,1.433882151,2.09888959,26.99297997,2.051306252,0.089489848,0.121943406,0.198854566,35.60230149,0.02894286,10.85602266,2.105034782
B1.9,90,ADE,122.0458484,2052.320295,220.2645737,189.5255267,2060.968297,2.15056101,0.23769327,73274.11887,144.4237112,72.88482962,102.9694949,57590.07851,0.773645142,4.016469571,6.126067428,16.34959043,14.53625243,1.470699965,2.480137034,25.09900297,2.099294169,0.090793491,0.151043966,0.246397351,38.85297672,0.034126766,11.04482161,2.175142978
B1.10,100,ADE,107.6541964,1993.798752,184.5275359,135.1404945,2064.959192,2.084034237,0.229180429,74637.8872,148.4407522,73.79569648,90.0274357,58363.57389,0.747315928,3.96133798,4.340512072,13.99947894,15.10389387,1.492138939,2.170299987,24.41582951,2.210655659,0.105880621,0.100967003,0.20151351,35.80415566,0.030195256,11.27445694,2.227515494
B2.1,10,ADE,375.7849504,1318.477465,589.0718048,1701.659208,1661.428893,3.230411865,0.245195629,42493.0056,75.31070566,42.80852592,372.8595953,32841.10356,1.177333698,5.033576811,11.49796465,47.19509262,6.772853292,1.06563127,8.283381655,31.9328879,1.108963685,0.094441552,0.831045768,0.60967904,87.25430611,0.100206201,8.017236476,1.951977698
B2.2,20,ADE,370.9415515,1377.342089,622.9348025,1249.894222,1748.005055,3.442641015,0.261103894,48023.4006,81.98114495,45.97728217,383.1294771,35689.50134,1.256801514,5.266684721,12.35836912,52.3801589,7.505171073,1.094834506,7.948385005,31.04520731,1.159386581,0.096617055,0.937965891,0.67816832,94.4115032,0.106894989,7.892686279,2.038784028
B2.3,30,ADE,347.3335987,1409.756025,580.8901897,957.5826315,1577.014588,3.205981996,0.245487199,53966.98383,85.36514638,46.57039967,259.9986181,37114.27323,1.094448069,8.006595357,12.6236744,45.88627948,8.291688877,0.901234536,6.178771802,29.78421022,1.112137222,0.085881404,0.784884968,0.540338423,87.19429129,0.069547888,7.778388206,1.852356243
B2.4,40,ADE,340.8277422,1664.399625,590.994968,930.555731,1849.615905,3.67472045,0.295571897,68966.50973,114.0123854,59.77195787,259.8147124,48697.732,1.167573954,7.252636636,12.22794654,46.70934923,10.84894724,1.173219397,5.359494821,34.76783717,1.557486997,0.103634108,0.707632754,0.506702498,88.42404079,0.072149548,9.532784647,2.208472957
B2.5,50,ADE,309.73886,1595.319399,488.1268764,844.1878513,1841.120342,3.376956883,0.273557504,66796.5491,113.914562,59.37329061,258.3373739,48285.24052,1.087153033,8.669612855,10.97977024,41.39666391,11.08761084,1.162540848,4.593117215,32.27401285,1.520627284,0.092557022,0.633653545,0.459458726,77.34578772,0.069689574,9.649066173,2.12961311
B2.6,60,ADE,255.7868025,1553.502841,453.4131576,639.2055178,1693.884557,3.109175747,0.268271788,65065.17283,113.9829157,58.86548537,232.8050432,47947.97741,1.018318705,5.217025489,10.50710448,41.05902661,11.09521558,1.123044539,3.593941178,30.15004111,1.67110891,0.095008185,0.554601496,0.369526097,76.24833045,0.061877653,9.588888951,2.010310609
B2.7,70,ADE,250.4233135,1793.210278,454.3590278,630.4827538,1901.553755,3.286418033,0.292274199,73685.80322,125.9385639,64.77640476,253.5744704,53014.62907,1.072182747,5.404940447,10.9072247,41.17311354,12.34800247,1.216949206,3.538228205,32.8277751,1.733314354,0.098593065,0.601195077,0.367048136,70.79361797,0.062228968,10.59727318,2.235755857
B2.8,80,ADE,223.384264,1768.017677,411.1661799,556.5128439,1951.358526,2.875918853,0.278593385,79199.42317,132.1904065,67.35762166,200.3342959,55831.9266,0.979606321,5.013947135,9.522083084,35.87191501,13.23753628,1.265095807,3.69935723,33.43342941,1.742483001,0.097114523,0.506626842,0.35222803,66.37190788,0.050099508,11.05546945,2.244723521
B2.9,90,ADE,135.9493475,2027.766786,217.7445075,198.5474834,2104.3998,2.231188002,0.259302123,80306.47076,147.1804128,73.33162879,98.42147176,59217.04033,0.800737428,4.444142003,5.564782312,15.8193984,14.8111949,1.487026392,2.422762204,28.27124189,2.107314703,0.098647244,0.168397731,0.230105704,40.51999332,0.034155922,11.05348155,2.324864297
B2.10,100,ADE,245.6610857,1719.351531,438.8018878,639.8967555,1936.714307,3.001607794,0.277600164,77138.59777,127.0276466,65.67381024,228.7925659,53437.09908,1.040872223,5.846787717,10.0098139,36.27840741,12.5010961,1.203614609,3.629422512,33.36623905,1.740048798,0.099933789,0.48359546,0.373669443,64.71246669,0.056239722,10.60915498,2.134196065
B3.1,10,ADE,453.4302721,1652.28454,671.5039279,2355.339219,1354.648132,3.238828786,0.215834876,35602.97633,65.47666751,49.28398872,414.3406186,28265.84118,1.316011985,3.826366572,14.32651035,56.43875281,6.018579128,0.994360375,8.666951041,32.44213641,0.938426498,0.080953791,0.8601581,0.588715081,93.39881785,0.10588939,6.582240394,1.90324568
